color,order
"[193, 170, 84]","[(128, 199, 31), (137, 50, 184), (254, 216, 61)]"
"[130, 162, 69]","[(128, 199, 31), (137, 50, 184), (128, 199, 31)]"
"[113, 124, 65]","[(128, 199, 31), (137, 50, 184), (94, 124, 22)]"
"[77, 140, 132]","[(128, 199, 31), (137, 50, 184), (22, 156, 156)]"
"[95, 152, 163]","[(128, 199, 31), (137, 50, 184), (58, 179, 218)]"
"[96, 96, 139]","[(128, 199, 31), (137, 50, 184), (60, 68, 170)]"
"[135, 87, 146]","[(128, 199, 31), (137, 50, 184), (137, 50, 184)]"
"[166, 101, 148]","[(128, 199, 31), (137, 50, 184), (199, 78, 189)]"
"[188, 132, 139]","[(128, 199, 31), (137, 50, 184), (243, 139, 170)]"
"[206, 197, 182]","[(128, 199, 31), (199, 78, 189), (249, 255, 254)]"
"[160, 148, 130]","[(128, 199, 31), (199, 78, 189), (157, 157, 151)]"
"[117, 109, 96]","[(128, 199, 31), (199, 78, 189), (71, 79, 82)]"
"[96, 84, 72]","[(128, 199, 31), (199, 78, 189), (29, 29, 33)]"
"[147, 111, 80]","[(128, 199, 31), (199, 78, 189), (131, 84, 50)]"
"[170, 92, 74]","[(128, 199, 31), (199, 78, 189), (176, 46, 38)]"
"[206, 133, 70]","[(128, 199, 31), (199, 78, 189), (249, 128, 29)]"
"[209, 177, 86]","[(128, 199, 31), (199, 78, 189), (254, 216, 61)]"
"[146, 169, 70]","[(128, 199, 31), (199, 78, 189), (128, 199, 31)]"
"[129, 131, 66]","[(128, 199, 31), (199, 78, 189), (94, 124, 22)]"
"[93, 147, 133]","[(128, 199, 31), (199, 78, 189), (22, 156, 156)]"
"[111, 159, 164]","[(128, 199, 31), (199, 78, 189), (58, 179, 218)]"
"[112, 103, 140]","[(128, 199, 31), (199, 78, 189), (60, 68, 170)]"
"[150, 94, 147]","[(128, 199, 31), (199, 78, 189), (137, 50, 184)]"
"[181, 108, 150]","[(128, 199, 31), (199, 78, 189), (199, 78, 189)]"
"[203, 139, 140]","[(128, 199, 31), (199, 78, 189), (243, 139, 170)]"
"[217, 212, 177]","[(128, 199, 31), (243, 139, 170), (249, 255, 254)]"
"[171, 163, 126]","[(128, 199, 31), (243, 139, 170), (157, 157, 151)]"
"[128, 124, 91]","[(128, 199, 31), (243, 139, 170), (71, 79, 82)]"
"[107, 99, 67]","[(128, 199, 31), (243, 139, 170), (29, 29, 33)]"
"[158, 126, 75]","[(128, 199, 31), (243, 139, 170), (131, 84, 50)]"
"[181, 108, 69]","[(128, 199, 31), (243, 139, 170), (176, 46, 38)]"
"[217, 148, 65]","[(128, 199, 31), (243, 139, 170), (249, 128, 29)]"
"[220, 192, 81]","[(128, 199, 31), (243, 139, 170), (254, 216, 61)]"
"[157, 184, 66]","[(128, 199, 31), (243, 139, 170), (128, 199, 31)]"
"[140, 146, 61]","[(128, 199, 31), (243, 139, 170), (94, 124, 22)]"
"[104, 162, 128]","[(128, 199, 31), (243, 139, 170), (22, 156, 156)]"
"[122, 174, 159]","[(128, 199, 31), (243, 139, 170), (58, 179, 218)]"
"[123, 118, 135]","[(128, 199, 31), (243, 139, 170), (60, 68, 170)]"
"[161, 110, 142]","[(128, 199, 31), (243, 139, 170), (137, 50, 184)]"
"[192, 124, 145]","[(128, 199, 31), (243, 139, 170), (199, 78, 189)]"
"[214, 154, 135]","[(128, 199, 31), (243, 139, 170), (243, 139, 170)]"
"[210, 222, 196]","[(94, 124, 22), (249, 255, 254), (249, 255, 254)]"
"[164, 173, 144]","[(94, 124, 22), (249, 255, 254), (157, 157, 151)]"
"[121, 134, 110]","[(94, 124, 22), (249, 255, 254), (71, 79, 82)]"
"[100, 109, 86]","[(94, 124, 22), (249, 255, 254), (29, 29, 33)]"
"[151, 137, 94]","[(94, 124, 22), (249, 255, 254), (131, 84, 50)]"
"[174, 118, 88]","[(94, 124, 22), (249, 255, 254), (176, 46, 38)]"
"[210, 159, 84]","[(94, 124, 22), (249, 255, 254), (249, 128, 29)]"
"[213, 203, 100]","[(94, 124, 22), (249, 255, 254), (254, 216, 61)]"
"[150, 194, 84]","[(94, 124, 22), (249, 255, 254), (128, 199, 31)]"
"[133, 157, 80]","[(94, 124, 22), (249, 255, 254), (94, 124, 22)]"
"[97, 173, 147]","[(94, 124, 22), (249, 255, 254), (22, 156, 156)]"
"[115, 184, 178]","[(94, 124, 22), (249, 255, 254), (58, 179, 218)]"
"[116, 129, 154]","[(94, 124, 22), (249, 255, 254), (60, 68, 170)]"
"[154, 120, 161]","[(94, 124, 22), (249, 255, 254), (137, 50, 184)]"
"[185, 134, 164]","[(94, 124, 22), (249, 255, 254), (199, 78, 189)]"
"[207, 164, 154]","[(94, 124, 22), (249, 255, 254), (243, 139, 170)]"
"[187, 198, 170]","[(94, 124, 22), (157, 157, 151), (249, 255, 254)]"
"[141, 149, 119]","[(94, 124, 22), (157, 157, 151), (157, 157, 151)]"
"[98, 110, 84]","[(94, 124, 22), (157, 157, 151), (71, 79, 82)]"
"[77, 85, 60]","[(94, 124, 22), (157, 157, 151), (29, 29, 33)]"
"[128, 112, 68]","[(94, 124, 22), (157, 157, 151), (131, 84, 50)]"
"[151, 93, 62]","[(94, 124, 22), (157, 157, 151), (176, 46, 38)]"
"[187, 134, 58]","[(94, 124, 22), (157, 157, 151), (249, 128, 29)]"
"[190, 178, 74]","[(94, 124, 22), (157, 157, 151), (254, 216, 61)]"
"[127, 170, 59]","[(94, 124, 22), (157, 157, 151), (128, 199, 31)]"
"[110, 132, 54]","[(94, 124, 22), (157, 157, 151), (94, 124, 22)]"
"[74, 148, 121]","[(94, 124, 22), (157, 157, 151), (22, 156, 156)]"
"[92, 160, 152]","[(94, 124, 22), (157, 157, 151), (58, 179, 218)]"
"[93, 104, 128]","[(94, 124, 22), (157, 157, 151), (60, 68, 170)]"
"[131, 95, 135]","[(94, 124, 22), (157, 157, 151), (137, 50, 184)]"
"[162, 109, 138]","[(94, 124, 22), (157, 157, 151), (199, 78, 189)]"
"[184, 140, 128]","[(94, 124, 22), (157, 157, 151), (243, 139, 170)]"
"[166, 178, 153]","[(94, 124, 22), (71, 79, 82), (249, 255, 254)]"
"[120, 129, 102]","[(94, 124, 22), (71, 79, 82), (157, 157, 151)]"
"[77, 90, 67]","[(94, 124, 22), (71, 79, 82), (71, 79, 82)]"
"[56, 65, 42]","[(94, 124, 22), (71, 79, 82), (29, 29, 33)]"
"[107, 93, 51]","[(94, 124, 22), (71, 79, 82), (131, 84, 50)]"
"[129, 74, 45]","[(94, 124, 22), (71, 79, 82), (176, 46, 38)]"
"[166, 115, 40]","[(94, 124, 22), (71, 79, 82), (249, 128, 29)]"
"[168, 159, 56]","[(94, 124, 22), (71, 79, 82), (254, 216, 61)]"
"[105, 150, 42]","[(94, 124, 22), (71, 79, 82), (128, 199, 31)]"
"[88, 113, 37]","[(94, 124, 22), (71, 79, 82), (94, 124, 22)]"
"[52, 129, 104]","[(94, 124, 22), (71, 79, 82), (22, 156, 156)]"
"[70, 140, 135]","[(94, 124, 22), (71, 79, 82), (58, 179, 218)]"
"[71, 85, 111]","[(94, 124, 22), (71, 79, 82), (60, 68, 170)]"
"[110, 76, 118]","[(94, 124, 22), (71, 79, 82), (137, 50, 184)]"
"[141, 90, 120]","[(94, 124, 22), (71, 79, 82), (199, 78, 189)]"
"[163, 120, 111]","[(94, 124, 22), (71, 79, 82), (243, 139, 170)]"
"[155, 166, 141]","[(94, 124, 22), (29, 29, 33), (249, 255, 254)]"
"[109, 117, 89]","[(94, 124, 22), (29, 29, 33), (157, 157, 151)]"
"[66, 78, 55]","[(94, 124, 22), (29, 29, 33), (71, 79, 82)]"
"[45, 53, 30]","[(94, 124, 22), (29, 29, 33), (29, 29, 33)]"
"[96, 80, 39]","[(94, 124, 22), (29, 29, 33), (131, 84, 50)]"
"[119, 61, 33]","[(94, 124, 22), (29, 29, 33), (176, 46, 38)]"
"[155, 102, 28]","[(94, 124, 22), (29, 29, 33), (249, 128, 29)]"
"[158, 146, 44]","[(94, 124, 22), (29, 29, 33), (254, 216, 61)]"
"[95, 138, 29]","[(94, 124, 22), (29, 29, 33), (128, 199, 31)]"
"[78, 100, 25]","[(94, 124, 22), (29, 29, 33), (94, 124, 22)]"
"[42, 116, 92]","[(94, 124, 22), (29, 29, 33), (22, 156, 156)]"
"[60, 128, 123]","[(94, 124, 22), (29, 29, 33), (58, 179, 218)]"
"[61, 72, 99]","[(94, 124, 22), (29, 29, 33), (60, 68, 170)]"
"[99, 63, 106]","[(94, 124, 22), (29, 29, 33), (137, 50, 184)]"
"[130, 77, 108]","[(94, 124, 22), (29, 29, 33), (199, 78, 189)]"
"[152, 108, 99]","[(94, 124, 22), (29, 29, 33), (243, 139, 170)]"
"[181, 180, 145]","[(94, 124, 22), (131, 84, 50), (249, 255, 254)]"
"[135, 130, 94]","[(94, 124, 22), (131, 84, 50), (157, 157, 151)]"
"[92, 92, 59]","[(94, 124, 22), (131, 84, 50), (71, 79, 82)]"
"[71, 66, 34]","[(94, 124, 22), (131, 84, 50), (29, 29, 33)]"
"[122, 94, 43]","[(94, 124, 22), (131, 84, 50), (131, 84, 50)]"
"[144, 75, 37]","[(94, 124, 22), (131, 84, 50), (176, 46, 38)]"
"[181, 116, 32]","[(94, 124, 22), (131, 84, 50), (249, 128, 29)]"
"[183, 160, 48]","[(94, 124, 22), (131, 84, 50), (254, 216, 61)]"
"[120, 152, 34]","[(94, 124, 22), (131, 84, 50), (128, 199, 31)]"
"[103, 114, 29]","[(94, 124, 22), (131, 84, 50), (94, 124, 22)]"
"[67, 130, 96]","[(94, 124, 22), (131, 84, 50), (22, 156, 156)]"
"[85, 142, 127]","[(94, 124, 22), (131, 84, 50), (58, 179, 218)]"
"[86, 86, 103]","[(94, 124, 22), (131, 84, 50), (60, 68, 170)]"
"[125, 77, 110]","[(94, 124, 22), (131, 84, 50), (137, 50, 184)]"
"[156, 91, 112]","[(94, 124, 22), (131, 84, 50), (199, 78, 189)]"
"[178, 122, 103]","[(94, 124, 22), (131, 84, 50), (243, 139, 170)]"
"[192, 170, 142]","[(94, 124, 22), (176, 46, 38), (249, 255, 254)]"
"[146, 121, 90]","[(94, 124, 22), (176, 46, 38), (157, 157, 151)]"
"[103, 82, 56]","[(94, 124, 22), (176, 46, 38), (71, 79, 82)]"
"[82, 57, 32]","[(94, 124, 22), (176, 46, 38), (29, 29, 33)]"
"[133, 84, 40]","[(94, 124, 22), (176, 46, 38), (131, 84, 50)]"
"[156, 66, 34]","[(94, 124, 22), (176, 46, 38), (176, 46, 38)]"
"[192, 106, 30]","[(94, 124, 22), (176, 46, 38), (249, 128, 29)]"
"[194, 150, 46]","[(94, 124, 22), (176, 46, 38), (254, 216, 61)]"
"[132, 142, 30]","[(94, 124, 22), (176, 46, 38), (128, 199, 31)]"
"[114, 104, 26]","[(94, 124, 22), (176, 46, 38), (94, 124, 22)]"
"[78, 120, 93]","[(94, 124, 22), (176, 46, 38), (22, 156, 156)]"
"[96, 132, 124]","[(94, 124, 22), (176, 46, 38), (58, 179, 218)]"
"[98, 76, 100]","[(94, 124, 22), (176, 46, 38), (60, 68, 170)]"
"[136, 68, 107]","[(94, 124, 22), (176, 46, 38), (137, 50, 184)]"
"[167, 82, 110]","[(94, 124, 22), (176, 46, 38), (199, 78, 189)]"
"[189, 112, 100]","[(94, 124, 22), (176, 46, 38), (243, 139, 170)]"
"[210, 190, 140]","[(94, 124, 22), (249, 128, 29), (249, 255, 254)]"
"[164, 142, 88]","[(94, 124, 22), (249, 128, 29), (157, 157, 151)]"
"[121, 102, 54]","[(94, 124, 22), (249, 128, 29), (71, 79, 82)]"
"[100, 78, 29]","[(94, 124, 22), (249, 128, 29), (29, 29, 33)]"
"[151, 105, 38]","[(94, 124, 22), (249, 128, 29), (131, 84, 50)]"
"[174, 86, 32]","[(94, 124, 22), (249, 128, 29), (176, 46, 38)]"
"[210, 127, 27]","[(94, 124, 22), (249, 128, 29), (249, 128, 29)]"
"[213, 171, 43]","[(94, 124, 22), (249, 128, 29), (254, 216, 61)]"
"[150, 162, 28]","[(94, 124, 22), (249, 128, 29), (128, 199, 31)]"
"[133, 125, 24]","[(94, 124, 22), (249, 128, 29), (94, 124, 22)]"
"[97, 141, 91]","[(94, 124, 22), (249, 128, 29), (22, 156, 156)]"
"[115, 152, 122]","[(94, 124, 22), (249, 128, 29), (58, 179, 218)]"
"[116, 97, 98]","[(94, 124, 22), (249, 128, 29), (60, 68, 170)]"
"[154, 88, 105]","[(94, 124, 22), (249, 128, 29), (137, 50, 184)]"
"[185, 102, 107]","[(94, 124, 22), (249, 128, 29), (199, 78, 189)]"
"[207, 132, 98]","[(94, 124, 22), (249, 128, 29), (243, 139, 170)]"
"[212, 212, 148]","[(94, 124, 22), (254, 216, 61), (249, 255, 254)]"
"[166, 164, 96]","[(94, 124, 22), (254, 216, 61), (157, 157, 151)]"
"[122, 124, 62]","[(94, 124, 22), (254, 216, 61), (71, 79, 82)]"
"[102, 100, 37]","[(94, 124, 22), (254, 216, 61), (29, 29, 33)]"
"[152, 127, 46]","[(94, 124, 22), (254, 216, 61), (131, 84, 50)]"
"[175, 108, 40]","[(94, 124, 22), (254, 216, 61), (176, 46, 38)]"
"[212, 149, 35]","[(94, 124, 22), (254, 216, 61), (249, 128, 29)]"
"[214, 193, 51]","[(94, 124, 22), (254, 216, 61), (254, 216, 61)]"
"[151, 184, 36]","[(94, 124, 22), (254, 216, 61), (128, 199, 31)]"
"[134, 147, 32]","[(94, 124, 22), (254, 216, 61), (94, 124, 22)]"
"[98, 163, 99]","[(94, 124, 22), (254, 216, 61), (22, 156, 156)]"
"[116, 174, 130]","[(94, 124, 22), (254, 216, 61), (58, 179, 218)]"
"[117, 119, 106]","[(94, 124, 22), (254, 216, 61), (60, 68, 170)]"
"[156, 110, 113]","[(94, 124, 22), (254, 216, 61), (137, 50, 184)]"
"[186, 124, 115]","[(94, 124, 22), (254, 216, 61), (199, 78, 189)]"
"[208, 154, 106]","[(94, 124, 22), (254, 216, 61), (243, 139, 170)]"
"[180, 208, 140]","[(94, 124, 22), (128, 199, 31), (249, 255, 254)]"
"[134, 159, 89]","[(94, 124, 22), (128, 199, 31), (157, 157, 151)]"
"[91, 120, 54]","[(94, 124, 22), (128, 199, 31), (71, 79, 82)]"
"[70, 95, 30]","[(94, 124, 22), (128, 199, 31), (29, 29, 33)]"
"[121, 123, 38]","[(94, 124, 22), (128, 199, 31), (131, 84, 50)]"
"[144, 104, 32]","[(94, 124, 22), (128, 199, 31), (176, 46, 38)]"
"[180, 145, 28]","[(94, 124, 22), (128, 199, 31), (249, 128, 29)]"
"[182, 189, 44]","[(94, 124, 22), (128, 199, 31), (254, 216, 61)]"
"[120, 180, 29]","[(94, 124, 22), (128, 199, 31), (128, 199, 31)]"
"[102, 143, 24]","[(94, 124, 22), (128, 199, 31), (94, 124, 22)]"
"[66, 159, 91]","[(94, 124, 22), (128, 199, 31), (22, 156, 156)]"
"[84, 170, 122]","[(94, 124, 22), (128, 199, 31), (58, 179, 218)]"
"[86, 115, 98]","[(94, 124, 22), (128, 199, 31), (60, 68, 170)]"
"[124, 106, 105]","[(94, 124, 22), (128, 199, 31), (137, 50, 184)]"
"[155, 120, 108]","[(94, 124, 22), (128, 199, 31), (199, 78, 189)]"
"[177, 150, 98]","[(94, 124, 22), (128, 199, 31), (243, 139, 170)]"
"[172, 190, 138]","[(94, 124, 22), (94, 124, 22), (249, 255, 254)]"
"[126, 140, 86]","[(94, 124, 22), (94, 124, 22), (157, 157, 151)]"
"[82, 102, 52]","[(94, 124, 22), (94, 124, 22), (71, 79, 82)]"
"[62, 76, 28]","[(94, 124, 22), (94, 124, 22), (29, 29, 33)]"
"[112, 104, 36]","[(94, 124, 22), (94, 124, 22), (131, 84, 50)]"
"[135, 85, 30]","[(94, 124, 22), (94, 124, 22), (176, 46, 38)]"
"[172, 126, 26]","[(94, 124, 22), (94, 124, 22), (249, 128, 29)]"
"[174, 170, 42]","[(94, 124, 22), (94, 124, 22), (254, 216, 61)]"
"[111, 162, 26]","[(94, 124, 22), (94, 124, 22), (128, 199, 31)]"
"[94, 124, 22]","[(94, 124, 22), (94, 124, 22), (94, 124, 22)]"
"[58, 140, 89]","[(94, 124, 22), (94, 124, 22), (22, 156, 156)]"
"[76, 152, 120]","[(94, 124, 22), (94, 124, 22), (58, 179, 218)]"
"[77, 96, 96]","[(94, 124, 22), (94, 124, 22), (60, 68, 170)]"
"[116, 87, 103]","[(94, 124, 22), (94, 124, 22), (137, 50, 184)]"
"[146, 101, 106]","[(94, 124, 22), (94, 124, 22), (199, 78, 189)]"
"[168, 132, 96]","[(94, 124, 22), (94, 124, 22), (243, 139, 170)]"
"[154, 198, 172]","[(94, 124, 22), (22, 156, 156), (249, 255, 254)]"
"[108, 148, 120]","[(94, 124, 22), (22, 156, 156), (157, 157, 151)]"
"[64, 110, 86]","[(94, 124, 22), (22, 156, 156), (71, 79, 82)]"
"[44, 84, 61]","[(94, 124, 22), (22, 156, 156), (29, 29, 33)]"
"[94, 112, 70]","[(94, 124, 22), (22, 156, 156), (131, 84, 50)]"
"[117, 93, 64]","[(94, 124, 22), (22, 156, 156), (176, 46, 38)]"
"[154, 134, 59]","[(94, 124, 22), (22, 156, 156), (249, 128, 29)]"
"[156, 178, 75]","[(94, 124, 22), (22, 156, 156), (254, 216, 61)]"
"[93, 170, 60]","[(94, 124, 22), (22, 156, 156), (128, 199, 31)]"
"[76, 132, 56]","[(94, 124, 22), (22, 156, 156), (94, 124, 22)]"
"[40, 148, 122]","[(94, 124, 22), (22, 156, 156), (22, 156, 156)]"
"[58, 160, 154]","[(94, 124, 22), (22, 156, 156), (58, 179, 218)]"
"[59, 104, 130]","[(94, 124, 22), (22, 156, 156), (60, 68, 170)]"
"[98, 95, 136]","[(94, 124, 22), (22, 156, 156), (137, 50, 184)]"
"[128, 109, 139]","[(94, 124, 22), (22, 156, 156), (199, 78, 189)]"
"[150, 140, 130]","[(94, 124, 22), (22, 156, 156), (243, 139, 170)]"
"[162, 203, 187]","[(94, 124, 22), (58, 179, 218), (249, 255, 254)]"
"[116, 154, 136]","[(94, 124, 22), (58, 179, 218), (157, 157, 151)]"
"[74, 115, 101]","[(94, 124, 22), (58, 179, 218), (71, 79, 82)]"
"[52, 90, 76]","[(94, 124, 22), (58, 179, 218), (29, 29, 33)]"
"[104, 118, 85]","[(94, 124, 22), (58, 179, 218), (131, 84, 50)]"
"[126, 99, 79]","[(94, 124, 22), (58, 179, 218), (176, 46, 38)]"
"[162, 140, 74]","[(94, 124, 22), (58, 179, 218), (249, 128, 29)]"
"[165, 184, 90]","[(94, 124, 22), (58, 179, 218), (254, 216, 61)]"
"[102, 175, 76]","[(94, 124, 22), (58, 179, 218), (128, 199, 31)]"
"[85, 138, 71]","[(94, 124, 22), (58, 179, 218), (94, 124, 22)]"
"[49, 154, 138]","[(94, 124, 22), (58, 179, 218), (22, 156, 156)]"
"[67, 165, 169]","[(94, 124, 22), (58, 179, 218), (58, 179, 218)]"
"[68, 110, 145]","[(94, 124, 22), (58, 179, 218), (60, 68, 170)]"
"[106, 101, 152]","[(94, 124, 22), (58, 179, 218), (137, 50, 184)]"
"[138, 115, 154]","[(94, 124, 22), (58, 179, 218), (199, 78, 189)]"
"[160, 145, 145]","[(94, 124, 22), (58, 179, 218), (243, 139, 170)]"
"[163, 176, 175]","[(94, 124, 22), (60, 68, 170), (249, 255, 254)]"
"[117, 126, 124]","[(94, 124, 22), (60, 68, 170), (157, 157, 151)]"
"[74, 88, 89]","[(94, 124, 22), (60, 68, 170), (71, 79, 82)]"
"[53, 62, 64]","[(94, 124, 22), (60, 68, 170), (29, 29, 33)]"
"[104, 90, 73]","[(94, 124, 22), (60, 68, 170), (131, 84, 50)]"
"[126, 71, 67]","[(94, 124, 22), (60, 68, 170), (176, 46, 38)]"
"[163, 112, 62]","[(94, 124, 22), (60, 68, 170), (249, 128, 29)]"
"[166, 156, 78]","[(94, 124, 22), (60, 68, 170), (254, 216, 61)]"
"[102, 148, 64]","[(94, 124, 22), (60, 68, 170), (128, 199, 31)]"
"[86, 110, 59]","[(94, 124, 22), (60, 68, 170), (94, 124, 22)]"
"[50, 126, 126]","[(94, 124, 22), (60, 68, 170), (22, 156, 156)]"
"[68, 138, 157]","[(94, 124, 22), (60, 68, 170), (58, 179, 218)]"
"[68, 82, 133]","[(94, 124, 22), (60, 68, 170), (60, 68, 170)]"
"[107, 73, 140]","[(94, 124, 22), (60, 68, 170), (137, 50, 184)]"
"[138, 87, 142]","[(94, 124, 22), (60, 68, 170), (199, 78, 189)]"
"[160, 118, 133]","[(94, 124, 22), (60, 68, 170), (243, 139, 170)]"
"[182, 171, 178]","[(94, 124, 22), (137, 50, 184), (249, 255, 254)]"
"[136, 122, 127]","[(94, 124, 22), (137, 50, 184), (157, 157, 151)]"
"[93, 83, 92]","[(94, 124, 22), (137, 50, 184), (71, 79, 82)]"
"[72, 58, 68]","[(94, 124, 22), (137, 50, 184), (29, 29, 33)]"
"[123, 86, 76]","[(94, 124, 22), (137, 50, 184), (131, 84, 50)]"
"[146, 66, 70]","[(94, 124, 22), (137, 50, 184), (176, 46, 38)]"
"[182, 108, 66]","[(94, 124, 22), (137, 50, 184), (249, 128, 29)]"
"[185, 152, 82]","[(94, 124, 22), (137, 50, 184), (254, 216, 61)]"
"[122, 143, 67]","[(94, 124, 22), (137, 50, 184), (128, 199, 31)]"
"[105, 106, 62]","[(94, 124, 22), (137, 50, 184), (94, 124, 22)]"
"[69, 122, 130]","[(94, 124, 22), (137, 50, 184), (22, 156, 156)]"
"[87, 133, 160]","[(94, 124, 22), (137, 50, 184), (58, 179, 218)]"
"[88, 78, 136]","[(94, 124, 22), (137, 50, 184), (60, 68, 170)]"
"[126, 68, 144]","[(94, 124, 22), (137, 50, 184), (137, 50, 184)]"
"[157, 82, 146]","[(94, 124, 22), (137, 50, 184), (199, 78, 189)]"
"[179, 113, 136]","[(94, 124, 22), (137, 50, 184), (243, 139, 170)]"
"[198, 178, 180]","[(94, 124, 22), (199, 78, 189), (249, 255, 254)]"
"[152, 129, 128]","[(94, 124, 22), (199, 78, 189), (157, 157, 151)]"
"[109, 90, 94]","[(94, 124, 22), (199, 78, 189), (71, 79, 82)]"
"[88, 65, 69]","[(94, 124, 22), (199, 78, 189), (29, 29, 33)]"
"[139, 92, 78]","[(94, 124, 22), (199, 78, 189), (131, 84, 50)]"
"[161, 74, 72]","[(94, 124, 22), (199, 78, 189), (176, 46, 38)]"
"[198, 114, 67]","[(94, 124, 22), (199, 78, 189), (249, 128, 29)]"
"[200, 158, 83]","[(94, 124, 22), (199, 78, 189), (254, 216, 61)]"
"[137, 150, 68]","[(94, 124, 22), (199, 78, 189), (128, 199, 31)]"
"[120, 112, 64]","[(94, 124, 22), (199, 78, 189), (94, 124, 22)]"
"[84, 128, 131]","[(94, 124, 22), (199, 78, 189), (22, 156, 156)]"
"[102, 140, 162]","[(94, 124, 22), (199, 78, 189), (58, 179, 218)]"
"[103, 84, 138]","[(94, 124, 22), (199, 78, 189), (60, 68, 170)]"
"[142, 76, 145]","[(94, 124, 22), (199, 78, 189), (137, 50, 184)]"
"[173, 90, 147]","[(94, 124, 22), (199, 78, 189), (199, 78, 189)]"
"[195, 120, 138]","[(94, 124, 22), (199, 78, 189), (243, 139, 170)]"
"[209, 193, 175]","[(94, 124, 22), (243, 139, 170), (249, 255, 254)]"
"[163, 144, 124]","[(94, 124, 22), (243, 139, 170), (157, 157, 151)]"
"[120, 105, 89]","[(94, 124, 22), (243, 139, 170), (71, 79, 82)]"
"[99, 80, 64]","[(94, 124, 22), (243, 139, 170), (29, 29, 33)]"
"[150, 108, 73]","[(94, 124, 22), (243, 139, 170), (131, 84, 50)]"
"[172, 89, 67]","[(94, 124, 22), (243, 139, 170), (176, 46, 38)]"
"[209, 130, 62]","[(94, 124, 22), (243, 139, 170), (249, 128, 29)]"
"[211, 174, 78]","[(94, 124, 22), (243, 139, 170), (254, 216, 61)]"
"[148, 165, 64]","[(94, 124, 22), (243, 139, 170), (128, 199, 31)]"
"[131, 128, 59]","[(94, 124, 22), (243, 139, 170), (94, 124, 22)]"
"[95, 144, 126]","[(94, 124, 22), (243, 139, 170), (22, 156, 156)]"
"[113, 155, 157]","[(94, 124, 22), (243, 139, 170), (58, 179, 218)]"
"[114, 100, 133]","[(94, 124, 22), (243, 139, 170), (60, 68, 170)]"
"[153, 91, 140]","[(94, 124, 22), (243, 139, 170), (137, 50, 184)]"
"[184, 105, 142]","[(94, 124, 22), (243, 139, 170), (199, 78, 189)]"
"[206, 135, 133]","[(94, 124, 22), (243, 139, 170), (243, 139, 170)]"
"[192, 230, 230]","[(22, 156, 156), (249, 255, 254), (249, 255, 254)]"
"[146, 181, 178]","[(22, 156, 156), (249, 255, 254), (157, 157, 151)]"
"[103, 142, 144]","[(22, 156, 156), (249, 255, 254), (71, 79, 82)]"
"[82, 117, 119]","[(22, 156, 156), (249, 255, 254), (29, 29, 33)]"
"[133, 145, 128]","[(22, 156, 156), (249, 255, 254), (131, 84, 50)]"
"[156, 126, 122]","[(22, 156, 156), (249, 255, 254), (176, 46, 38)]"
"[192, 167, 117]","[(22, 156, 156), (249, 255, 254), (249, 128, 29)]"
"[195, 211, 133]","[(22, 156, 156), (249, 255, 254), (254, 216, 61)]"
"[132, 202, 118]","[(22, 156, 156), (249, 255, 254), (128, 199, 31)]"
"[115, 165, 114]","[(22, 156, 156), (249, 255, 254), (94, 124, 22)]"
"[79, 181, 180]","[(22, 156, 156), (249, 255, 254), (22, 156, 156)]"
"[97, 192, 212]","[(22, 156, 156), (249, 255, 254), (58, 179, 218)]"
"[98, 137, 188]","[(22, 156, 156), (249, 255, 254), (60, 68, 170)]"
"[136, 128, 194]","[(22, 156, 156), (249, 255, 254), (137, 50, 184)]"
"[167, 142, 197]","[(22, 156, 156), (249, 255, 254), (199, 78, 189)]"
"[189, 172, 188]","[(22, 156, 156), (249, 255, 254), (243, 139, 170)]"
"[169, 206, 204]","[(22, 156, 156), (157, 157, 151), (249, 255, 254)]"
"[123, 157, 152]","[(22, 156, 156), (157, 157, 151), (157, 157, 151)]"
"[80, 118, 118]","[(22, 156, 156), (157, 157, 151), (71, 79, 82)]"
"[59, 93, 93]","[(22, 156, 156), (157, 157, 151), (29, 29, 33)]"
"[110, 120, 102]","[(22, 156, 156), (157, 157, 151), (131, 84, 50)]"
"[133, 101, 96]","[(22, 156, 156), (157, 157, 151), (176, 46, 38)]"
"[169, 142, 91]","[(22, 156, 156), (157, 157, 151), (249, 128, 29)]"
"[172, 186, 107]","[(22, 156, 156), (157, 157, 151), (254, 216, 61)]"
"[109, 178, 92]","[(22, 156, 156), (157, 157, 151), (128, 199, 31)]"
"[92, 140, 88]","[(22, 156, 156), (157, 157, 151), (94, 124, 22)]"
"[56, 156, 155]","[(22, 156, 156), (157, 157, 151), (22, 156, 156)]"
"[74, 168, 186]","[(22, 156, 156), (157, 157, 151), (58, 179, 218)]"
"[75, 112, 162]","[(22, 156, 156), (157, 157, 151), (60, 68, 170)]"
"[113, 103, 169]","[(22, 156, 156), (157, 157, 151), (137, 50, 184)]"
"[144, 117, 171]","[(22, 156, 156), (157, 157, 151), (199, 78, 189)]"
"[166, 148, 162]","[(22, 156, 156), (157, 157, 151), (243, 139, 170)]"
"[148, 186, 186]","[(22, 156, 156), (71, 79, 82), (249, 255, 254)]"
"[102, 137, 135]","[(22, 156, 156), (71, 79, 82), (157, 157, 151)]"
"[59, 98, 100]","[(22, 156, 156), (71, 79, 82), (71, 79, 82)]"
"[38, 73, 76]","[(22, 156, 156), (71, 79, 82), (29, 29, 33)]"
